Student_ID,Gender,Age,Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation_Course,Math_Score,Reading_Score,Writing_Score
6999,Male,17,Group E,Some High School,Free/Reduced,Completed,72,2,39
7000,Male,17,Group C,Associate's Degree,Standard,Completed,72,58,1
7001,Female,17,Group E,Bachelor's Degree,Free/Reduced,None,45,18,43
7002,Male,17,Group E,Some High School,Free/Reduced,None,12,66,10
7003,Male,18,Group B,High School,Standard,Completed,48,64,89
7004,Male,15,Group E,Some High School,Standard,None,60,84,90
7005,Female,16,Group E,Master's Degree,Standard,Completed,79,74,29
7006,Female,16,Group B,Some High School,Standard,None,25,43,20
7007,Male,18,Group B,Associate's Degree,Free/Reduced,None,31,72,40
7008,Female,15,Group D,Associate's Degree,Free/Reduced,Completed,41,23,81
7009,Female,17,Group D,Bachelor's Degree,Standard,None,5,82,14
7010,Female,17,Group A,Some High School,Standard,None,43,82,56
7011,Male,16,Group C,Some High School,Standard,None,45,59,75
7012,Female,16,Group B,Master's Degree,Standard,None,60,80,85
7013,Male,18,Group D,Some High School,Standard,Completed,97,35,0
7014,Male,15,Group A,Some High School,Free/Reduced,None,30,11,39
7015,Female,15,Group B,High School,Free/Reduced,Completed,68,9,39
7016,Male,17,Group D,Master's Degree,Standard,None,42,53,57
7017,Male,15,Group A,Master's Degree,Free/Reduced,Completed,63,69,4
7018,Male,15,Group A,Some College,Standard,None,29,0,64
7019,Female,18,Group D,High School,Standard,None,55,54,46
7020,Female,18,Group A,Associate's Degree,Standard,None,71,75,53
7021,Male,17,Group D,Some College,Free/Reduced,None,2,87,0
7022,Female,18,Group A,Associate's Degree,Standard,None,88,14,73
7023,Male,17,Group C,Master's Degree,Standard,Completed,9,92,95
7024,Female,18,Group B,Associate's Degree,Standard,Completed,13,76,35
7025,Female,18,Group E,Bachelor's Degree,Free/Reduced,None,72,49,6
7026,Female,16,Group B,Bachelor's Degree,Free/Reduced,Completed,17,14,49
7027,Female,16,Group E,Associate's Degree,Standard,Completed,29,21,58
7028,Male,18,Group D,Bachelor's Degree,Standard,Completed,52,60,12
7029,Male,18,Group B,Some College,Standard,Completed,5,51,37
7030,Male,18,Group B,Bachelor's Degree,Standard,None,26,50,84
7031,Female,16,Group B,Bachelor's Degree,Standard,Completed,59,16,64
7032,Female,17,Group C,Associate's Degree,Standard,Completed,52,1,58
7033,Female,15,Group B,High School,Standard,Completed,68,71,67
7034,Male,18,Group A,Associate's Degree,Free/Reduced,None,94,4,27
7035,Female,18,Group D,Associate's Degree,Standard,Completed,9,67,8
7036,Male,16,Group A,Some High School,Standard,None,13,17,2
7037,Female,18,Group E,Bachelor's Degree,Standard,None,87,2,25
7038,Female,17,Group A,Bachelor's Degree,Free/Reduced,Completed,70,30,13
7039,Male,15,Group D,Some High School,Standard,None,56,79,33
7040,Male,18,Group E,Associate's Degree,Free/Reduced,None,91,15,45
7041,Male,17,Group A,Some College,Standard,Completed,17,58,97
7042,Male,15,Group C,Bachelor's Degree,Standard,None,28,7,49
7043,Female,16,Group C,Some College,Free/Reduced,None,94,81,34
7044,Male,15,Group E,Some College,Free/Reduced,Completed,27,96,40
7045,Female,17,Group E,Master's Degree,Free/Reduced,Completed,27,22,60
7046,Male,15,Group A,Associate's Degree,Free/Reduced,None,47,53,16
7047,Female,15,Group E,Some College,Free/Reduced,Completed,12,24,97
7048,Male,16,Group A,Some College,Free/Reduced,Completed,4,86,19
7049,Male,15,Group C,Some College,Standard,None,32,33,58
7050,Female,16,Group B,Master's Degree,Standard,Completed,1,35,41
7051,Female,18,Group A,High School,Standard,None,75,34,84
7052,Male,15,Group C,Master's Degree,Standard,None,52,27,60
7053,Male,15,Group A,High School,Standard,Completed,15,41,76
7054,Female,16,Group B,High School,Free/Reduced,None,35,76,34
7055,Male,15,Group A,High School,Free/Reduced,Completed,82,48,6
7056,Male,17,Group B,Associate's Degree,Free/Reduced,None,75,80,58
7057,Female,16,Group D,Associate's Degree,Standard,None,57,83,92
7058,Male,16,Group A,Some College,Standard,Completed,26,23,34
7059,Male,18,Group E,Associate's Degree,Free/Reduced,None,11,82,3
7060,Male,15,Group E,Associate's Degree,Free/Reduced,Completed,43,32,28
7061,Female,17,Group E,Some High School,Standard,None,30,42,27
7062,Female,18,Group D,Some High School,Standard,Completed,78,66,57
7063,Male,15,Group C,Bachelor's Degree,Standard,Completed,15,87,33
7064,Female,18,Group A,Master's Degree,Standard,Completed,11,62,33
7065,Female,15,Group E,Associate's Degree,Standard,None,32,0,79
7066,Female,17,Group B,High School,Free/Reduced,Completed,76,10,80
7067,Female,18,Group A,Associate's Degree,Free/Reduced,Completed,68,22,74
7068,Male,16,Group A,Bachelor's Degree,Free/Reduced,None,95,1,78
7069,Female,18,Group B,Associate's Degree,Standard,None,80,94,67
7070,Male,15,Group B,Bachelor's Degree,Free/Reduced,Completed,97,95,57
7071,Male,17,Group A,Some College,Standard,Completed,30,37,0
7072,Female,18,Group E,Some College,Standard,None,5,84,77
7073,Female,17,Group D,Associate's Degree,Standard,None,60,84,29
7074,Female,15,Group A,Some High School,Free/Reduced,Completed,88,18,31
7075,Male,15,Group C,Bachelor's Degree,Standard,Completed,35,38,77
7076,Female,15,Group A,Some High School,Free/Reduced,None,69,20,13
7077,Male,16,Group B,Some College,Standard,Completed,21,84,90
7078,Female,17,Group B,Some High School,Standard,Completed,84,47,29
7079,Male,16,Group C,Associate's Degree,Free/Reduced,None,96,27,50
7080,Male,16,Group D,High School,Free/Reduced,Completed,89,52,95
7081,Male,17,Group D,Bachelor's Degree,Standard,Completed,93,76,78
7082,Female,15,Group C,High School,Standard,None,0,2,36
7083,Male,16,Group B,High School,Free/Reduced,Completed,62,74,11
7084,Male,17,Group E,Some College,Free/Reduced,Completed,27,11,23
7085,Male,18,Group D,High School,Standard,Completed,52,19,80
7086,Male,16,Group E,Master's Degree,Free/Reduced,None,42,28,51
7087,Male,15,Group E,Bachelor's Degree,Standard,None,12,58,38
7088,Male,17,Group C,Associate's Degree,Free/Reduced,Completed,11,46,9
7089,Male,16,Group C,High School,Free/Reduced,Completed,64,31,0
7090,Male,15,Group D,Some College,Standard,Completed,74,1,49
7091,Female,15,Group E,Some College,Standard,None,29,23,2
7092,Female,17,Group A,Master's Degree,Standard,Completed,73,70,28
7093,Male,18,Group B,Some High School,Free/Reduced,None,35,34,21
7094,Male,15,Group C,Master's Degree,Standard,Completed,0,72,54
7095,Female,17,Group A,Some College,Standard,None,54,57,97
7096,Female,16,Group D,Master's Degree,Standard,Completed,89,51,57
7097,Male,18,Group C,Some High School,Free/Reduced,None,44,90,44
7098,Female,17,Group D,Some College,Free/Reduced,None,45,7,29
7099,Female,17,Group C,Bachelor's Degree,Free/Reduced,Completed,96,31,8
7100,Male,18,Group B,Master's Degree,Standard,None,57,78,89
7101,Male,15,Group B,Bachelor's Degree,Standard,Completed,71,48,82
7102,Male,15,Group B,Bachelor's Degree,Free/Reduced,None,89,83,71
7103,Female,16,Group E,Some College,Standard,Completed,21,97,5
7104,Female,16,Group B,Master's Degree,Free/Reduced,None,3,57,44
7105,Male,16,Group C,Bachelor's Degree,Free/Reduced,Completed,94,0,62
7106,Female,18,Group D,Bachelor's Degree,Free/Reduced,None,12,16,50
7107,Male,18,Group C,Bachelor's Degree,Standard,None,80,96,30
7108,Male,15,Group A,Some High School,Standard,Completed,73,37,11
7109,Female,17,Group C,Some College,Free/Reduced,None,2,31,87
7110,Female,15,Group D,Bachelor's Degree,Free/Reduced,None,85,48,4
7111,Female,17,Group B,Associate's Degree,Standard,Completed,35,40,10
7112,Male,18,Group C,High School,Standard,Completed,24,17,3
7113,Female,18,Group C,Associate's Degree,Standard,None,22,97,68
7114,Female,15,Group D,Some High School,Standard,Completed,20,88,77
7115,Female,18,Group A,Some High School,Free/Reduced,None,29,39,51
7116,Female,15,Group D,Some High School,Free/Reduced,Completed,94,5,82
7117,Male,18,Group A,Bachelor's Degree,Free/Reduced,Completed,5,45,42
7118,Female,16,Group C,Associate's Degree,Standard,None,93,45,37
7119,Female,15,Group D,Associate's Degree,Free/Reduced,Completed,22,28,52
7120,Female,17,Group B,Bachelor's Degree,Free/Reduced,Completed,25,89,100
7121,Male,15,Group C,Master's Degree,Standard,None,26,97,12
7122,Male,16,Group D,Some College,Standard,None,25,54,21
7123,Male,16,Group C,Bachelor's Degree,Standard,Completed,16,32,41
7124,Female,17,Group A,Master's Degree,Standard,Completed,37,64,28
7125,Female,18,Group D,Master's Degree,Free/Reduced,None,58,96,50
7126,Female,18,Group C,Some College,Standard,Completed,7,10,4
7127,Female,15,Group B,Master's Degree,Standard,None,84,89,49
7128,Female,16,Group A,Some College,Free/Reduced,None,57,68,36
7129,Female,16,Group E,High School,Standard,None,28,56,2
7130,Male,17,Group D,Associate's Degree,Free/Reduced,Completed,79,47,7
7131,Female,16,Group D,High School,Standard,Completed,17,99,35
7132,Female,16,Group C,Bachelor's Degree,Standard,Completed,4,35,56
7133,Female,18,Group E,Master's Degree,Standard,None,15,86,37
7134,Male,18,Group D,Bachelor's Degree,Standard,Completed,92,2,66
7135,Male,15,Group B,Bachelor's Degree,Free/Reduced,None,92,31,51
7136,Female,15,Group C,High School,Standard,Completed,26,51,59
7137,Male,18,Group B,Some College,Standard,None,46,89,76
7138,Female,17,Group A,Master's Degree,Free/Reduced,None,80,34,38
7139,Female,16,Group B,Bachelor's Degree,Free/Reduced,Completed,96,65,71
7140,Male,15,Group D,Master's Degree,Free/Reduced,None,97,69,48
7141,Female,15,Group C,Associate's Degree,Standard,Completed,38,18,99
7142,Female,18,Group E,Some College,Standard,Completed,87,15,81
7143,Male,17,Group A,Bachelor's Degree,Standard,None,55,45,81
7144,Male,17,Group D,Associate's Degree,Standard,Completed,19,91,74
7145,Female,18,Group A,High School,Free/Reduced,None,88,72,66
7146,Female,17,Group E,High School,Standard,Completed,8,57,75
7147,Female,16,Group D,Some High School,Free/Reduced,None,20,63,34
7148,Female,17,Group A,Master's Degree,Standard,None,60,31,65
7149,Female,15,Group D,Some High School,Standard,None,48,66,32
7150,Male,16,Group E,Some High School,Standard,None,0,47,66
7151,Male,15,Group D,Master's Degree,Standard,Completed,21,35,8
7152,Male,17,Group B,High School,Free/Reduced,None,47,91,59
7153,Female,15,Group D,Bachelor's Degree,Free/Reduced,None,4,51,1
7154,Male,18,Group D,Some College,Free/Reduced,Completed,68,52,83
7155,Female,15,Group B,Bachelor's Degree,Free/Reduced,None,22,19,31
7156,Male,16,Group C,Master's Degree,Free/Reduced,Completed,87,25,51
7157,Male,17,Group D,Some College,Free/Reduced,Completed,53,16,13
7158,Female,18,Group C,High School,Standard,None,13,29,3
7159,Female,16,Group D,Some College,Standard,Completed,10,54,6
7160,Female,17,Group C,High School,Free/Reduced,Completed,97,4,58
7161,Male,17,Group C,Bachelor's Degree,Standard,Completed,20,48,59
7162,Male,17,Group B,Bachelor's Degree,Free/Reduced,Completed,27,51,0
7163,Male,18,Group B,Some High School,Standard,None,9,59,96
7164,Female,17,Group C,Some College,Free/Reduced,Completed,19,77,9
7165,Female,16,Group E,Bachelor's Degree,Free/Reduced,Completed,53,99,56
7166,Male,17,Group E,Associate's Degree,Free/Reduced,Completed,13,79,62
7167,Female,17,Group A,Master's Degree,Free/Reduced,Completed,55,67,97
7168,Male,16,Group E,Some High School,Standard,Completed,29,52,28
7169,Male,18,Group E,Some High School,Free/Reduced,Completed,89,36,83
7170,Female,17,Group C,Master's Degree,Free/Reduced,None,21,74,61
7171,Male,15,Group E,Some High School,Free/Reduced,Completed,34,9,40
7172,Male,16,Group C,Bachelor's Degree,Free/Reduced,Completed,91,16,73
7173,Male,15,Group E,Associate's Degree,Free/Reduced,None,66,47,39
7174,Male,18,Group E,Bachelor's Degree,Standard,None,91,74,76
7175,Male,15,Group B,Bachelor's Degree,Standard,Completed,71,39,25
7176,Female,15,Group E,Bachelor's Degree,Free/Reduced,None,86,72,25
7177,Female,16,Group B,Master's Degree,Standard,Completed,67,62,4
7178,Female,18,Group D,Master's Degree,Standard,Completed,75,85,56
7179,Male,18,Group E,Master's Degree,Standard,None,74,22,67
7180,Female,18,Group A,High School,Standard,Completed,42,17,13
7181,Male,15,Group E,Bachelor's Degree,Free/Reduced,Completed,57,95,14
7182,Female,15,Group D,High School,Free/Reduced,Completed,20,6,9
7183,Female,15,Group B,Some College,Free/Reduced,None,76,32,56
7184,Female,18,Group A,Master's Degree,Standard,Completed,68,23,13
7185,Female,15,Group E,Associate's Degree,Standard,Completed,84,77,73
7186,Male,17,Group E,Some College,Free/Reduced,None,72,67,90
7187,Male,18,Group C,Master's Degree,Standard,Completed,27,49,97
7188,Male,17,Group D,Some College,Standard,Completed,57,23,54
7189,Female,18,Group A,Some College,Standard,None,54,21,6
7190,Female,16,Group E,Master's Degree,Standard,None,22,52,4
7191,Male,15,Group C,Master's Degree,Free/Reduced,Completed,78,72,35
7192,Male,15,Group D,Some College,Free/Reduced,None,56,79,78
7193,Female,18,Group C,Some High School,Free/Reduced,Completed,35,16,3
7194,Male,17,Group D,High School,Standard,None,40,1,21
7195,Male,16,Group C,Master's Degree,Standard,Completed,33,49,11
7196,Female,18,Group A,Some High School,Standard,Completed,77,53,34
7197,Male,15,Group C,Master's Degree,Standard,Completed,27,50,36
7198,Female,16,Group C,High School,Free/Reduced,Completed,93,9,37
7199,Male,15,Group C,Some High School,Free/Reduced,None,98,58,11
7200,Female,17,Group C,Bachelor's Degree,Free/Reduced,Completed,2,72,45
7201,Male,17,Group A,Some College,Free/Reduced,Completed,25,74,42
7202,Male,16,Group B,Bachelor's Degree,Free/Reduced,Completed,51,52,75
7203,Male,15,Group B,Associate's Degree,Standard,Completed,37,22,54
7204,Male,17,Group B,Some High School,Free/Reduced,None,48,24,57
7205,Female,16,Group E,Master's Degree,Free/Reduced,Completed,98,44,35
7206,Male,16,Group C,Master's Degree,Free/Reduced,Completed,68,48,29
7207,Female,18,Group A,Associate's Degree,Standard,Completed,59,78,29
7208,Female,17,Group B,High School,Free/Reduced,Completed,11,75,29
7209,Female,15,Group E,Some High School,Free/Reduced,Completed,74,76,85
7210,Male,17,Group D,Some College,Free/Reduced,None,14,84,84
7211,Male,18,Group B,Some College,Free/Reduced,None,88,19,66
7212,Male,16,Group D,Some High School,Free/Reduced,Completed,16,75,38
7213,Female,15,Group C,Some College,Free/Reduced,None,6,94,84
7214,Female,16,Group A,Some High School,Free/Reduced,Completed,29,77,72
7215,Female,18,Group A,Some High School,Standard,Completed,94,93,93
7216,Male,15,Group D,Some College,Standard,None,89,70,52
7217,Male,17,Group D,Associate's Degree,Standard,None,68,31,89
7218,Male,18,Group C,High School,Free/Reduced,Completed,14,27,43
7219,Female,16,Group D,Associate's Degree,Free/Reduced,None,71,41,47
7220,Male,16,Group D,Master's Degree,Standard,None,61,96,20
7221,Female,16,Group C,High School,Standard,None,50,70,29
7222,Male,15,Group E,Associate's Degree,Standard,Completed,83,94,72
7223,Female,16,Group C,Some College,Free/Reduced,Completed,74,61,13
7224,Male,15,Group E,Master's Degree,Standard,Completed,91,51,61
7225,Female,16,Group D,Some High School,Free/Reduced,Completed,94,71,99
7226,Female,17,Group D,Some High School,Free/Reduced,None,17,65,87
7227,Male,16,Group D,Some College,Standard,None,6,59,3
7228,Male,17,Group D,Associate's Degree,Standard,Completed,66,90,27
7229,Female,16,Group E,Bachelor's Degree,Standard,None,23,63,93
7230,Male,15,Group A,High School,Standard,None,68,57,29
7231,Female,17,Group B,Some High School,Free/Reduced,None,29,78,46
7232,Female,18,Group A,Some College,Standard,Completed,16,23,31
7233,Male,15,Group D,Associate's Degree,Free/Reduced,None,30,47,0
7234,Female,18,Group A,Associate's Degree,Free/Reduced,Completed,6,99,96
7235,Female,15,Group D,Bachelor's Degree,Standard,None,65,55,7
7236,Male,17,Group D,Some High School,Standard,Completed,77,1,39
7237,Male,18,Group C,Some College,Standard,Completed,69,38,79
7238,Male,18,Group D,Master's Degree,Standard,None,9,15,88
7239,Male,17,Group E,Master's Degree,Standard,Completed,30,31,74
7240,Female,15,Group C,High School,Free/Reduced,Completed,68,32,74
7241,Male,18,Group C,High School,Standard,Completed,70,67,23
7242,Male,18,Group E,Some High School,Free/Reduced,None,10,22,49
7243,Male,17,Group C,Master's Degree,Standard,None,43,6,80
7244,Male,15,Group E,High School,Free/Reduced,None,67,66,51
7245,Male,16,Group E,Associate's Degree,Free/Reduced,Completed,68,32,44
7246,Male,15,Group E,Some College,Standard,Completed,11,77,27
7247,Female,17,Group E,High School,Free/Reduced,Completed,33,31,92
7248,Male,18,Group B,Master's Degree,Free/Reduced,None,33,12,49
7249,Female,18,Group C,Some High School,Standard,Completed,42,41,91
7250,Female,17,Group C,Some College,Free/Reduced,None,70,25,14
7251,Male,15,Group C,Some College,Standard,Completed,17,77,94
7252,Female,18,Group C,Some High School,Free/Reduced,None,22,67,78
7253,Male,16,Group B,Some High School,Free/Reduced,None,5,95,61
7254,Male,17,Group C,Master's Degree,Free/Reduced,None,54,24,82
7255,Female,15,Group C,Master's Degree,Free/Reduced,Completed,62,97,58
7256,Male,15,Group E,Associate's Degree,Standard,None,26,76,30
7257,Male,16,Group E,Some College,Standard,None,17,10,13
7258,Male,18,Group A,Associate's Degree,Free/Reduced,None,28,19,58
7259,Male,15,Group C,Some High School,Standard,None,89,16,27
7260,Male,16,Group A,Some College,Standard,Completed,81,51,72
7261,Male,16,Group D,Some College,Free/Reduced,Completed,11,1,38
7262,Male,16,Group A,Master's Degree,Standard,Completed,66,3,97
7263,Female,17,Group E,High School,Standard,None,18,0,54
7264,Male,17,Group E,High School,Standard,None,79,8,88
7265,Male,15,Group B,Bachelor's Degree,Standard,Completed,56,37,19
7266,Male,15,Group C,Bachelor's Degree,Standard,Completed,9,38,34
7267,Male,15,Group A,Associate's Degree,Standard,Completed,54,6,64
7268,Male,18,Group C,Some High School,Standard,None,92,83,63
7269,Male,18,Group E,High School,Free/Reduced,None,81,84,91
7270,Female,15,Group D,Some College,Free/Reduced,Completed,69,89,92
7271,Male,17,Group A,Some High School,Free/Reduced,Completed,10,59,19
7272,Male,17,Group C,Some College,Standard,Completed,94,51,25
7273,Male,16,Group E,High School,Free/Reduced,Completed,97,18,95
7274,Male,15,Group A,Bachelor's Degree,Standard,None,41,78,71
7275,Female,18,Group A,Some College,Standard,None,58,92,44
7276,Female,16,Group D,Associate's Degree,Free/Reduced,None,21,95,67
7277,Female,17,Group A,Associate's Degree,Free/Reduced,None,87,8,48
7278,Male,15,Group D,Associate's Degree,Standard,None,35,39,42
7279,Male,17,Group D,Some High School,Free/Reduced,Completed,43,94,84
7280,Male,16,Group A,Master's Degree,Standard,Completed,3,83,31
7281,Female,15,Group D,High School,Standard,Completed,4,84,79
7282,Male,18,Group D,Some College,Standard,None,97,29,19
7283,Male,15,Group D,Some College,Standard,None,1,4,61
7284,Female,18,Group E,Master's Degree,Standard,Completed,99,36,84
7285,Female,15,Group D,Master's Degree,Standard,Completed,3,93,49
7286,Female,15,Group D,Some High School,Standard,None,99,72,70
7287,Male,15,Group C,Associate's Degree,Standard,None,85,9,58
7288,Male,15,Group E,Associate's Degree,Free/Reduced,None,88,27,84
7289,Female,18,Group D,Associate's Degree,Free/Reduced,None,3,38,11
7290,Female,17,Group C,Master's Degree,Free/Reduced,Completed,92,15,33
7291,Female,15,Group E,High School,Standard,None,3,2,89
7292,Male,16,Group E,Associate's Degree,Free/Reduced,Completed,10,26,10
7293,Male,15,Group C,Associate's Degree,Standard,Completed,41,66,30
7294,Male,18,Group E,Some High School,Standard,None,21,73,35
7295,Female,15,Group A,Some College,Standard,None,96,63,73
7296,Male,17,Group B,Some College,Standard,None,95,41,25
7297,Male,18,Group C,Master's Degree,Standard,None,81,19,15
7298,Female,15,Group B,High School,Free/Reduced,None,74,81,97
7299,Female,15,Group C,Bachelor's Degree,Free/Reduced,Completed,10,69,61
7300,Male,15,Group C,High School,Standard,None,10,60,77
7301,Male,15,Group B,Associate's Degree,Free/Reduced,Completed,88,16,49
7302,Female,17,Group B,Some High School,Free/Reduced,None,24,4,56
7303,Female,18,Group A,Bachelor's Degree,Free/Reduced,None,61,75,4
7304,Female,18,Group D,Some High School,Free/Reduced,Completed,12,78,55
7305,Male,15,Group C,Some High School,Standard,Completed,56,69,0
7306,Female,18,Group D,Bachelor's Degree,Standard,Completed,100,55,46
7307,Male,16,Group E,Bachelor's Degree,Standard,Completed,68,82,46
7308,Male,15,Group B,High School,Standard,None,82,41,71
7309,Male,18,Group C,Master's Degree,Free/Reduced,None,47,85,82
7310,Male,18,Group C,Associate's Degree,Standard,None,7,49,12
7311,Female,18,Group C,Associate's Degree,Free/Reduced,Completed,100,38,61
7312,Male,18,Group C,High School,Standard,None,80,20,29
7313,Female,15,Group D,Bachelor's Degree,Free/Reduced,Completed,95,95,40
7314,Female,17,Group B,Master's Degree,Standard,None,77,100,59
7315,Female,15,Group E,Some High School,Free/Reduced,Completed,3,85,77
7316,Male,18,Group B,High School,Free/Reduced,Completed,92,89,16
7317,Male,17,Group E,Bachelor's Degree,Standard,Completed,19,17,15
7318,Male,16,Group A,Bachelor's Degree,Free/Reduced,None,45,37,91
7319,Male,15,Group A,Bachelor's Degree,Free/Reduced,Completed,40,1,15
7320,Male,15,Group B,Associate's Degree,Free/Reduced,Completed,48,42,49
7321,Female,15,Group E,Associate's Degree,Free/Reduced,None,86,79,17
7322,Female,15,Group B,Some College,Standard,Completed,14,90,43
7323,Female,16,Group C,Bachelor's Degree,Standard,Completed,64,83,3
7324,Male,16,Group C,Some College,Free/Reduced,None,82,19,50
7325,Male,17,Group E,Master's Degree,Free/Reduced,Completed,37,7,89
7326,Female,17,Group B,High School,Standard,Completed,96,66,75
7327,Male,18,Group D,Some College,Free/Reduced,Completed,37,23,71
7328,Male,18,Group E,Bachelor's Degree,Standard,Completed,33,29,78
7329,Male,18,Group C,Some High School,Free/Reduced,Completed,20,43,24
7330,Female,16,Group A,Some College,Free/Reduced,None,10,29,47
7331,Female,16,Group B,Some High School,Free/Reduced,Completed,69,3,96
7332,Female,16,Group A,Associate's Degree,Free/Reduced,Completed,18,72,33
7333,Male,15,Group E,Some College,Standard,Completed,76,62,50
7334,Male,15,Group C,Some High School,Free/Reduced,None,85,54,38
7335,Female,16,Group D,Some College,Free/Reduced,Completed,73,54,51
7336,Female,17,Group B,Bachelor's Degree,Standard,Completed,69,77,26
7337,Male,18,Group A,Bachelor's Degree,Free/Reduced,None,61,13,75
7338,Male,17,Group A,Bachelor's Degree,Free/Reduced,Completed,36,79,68
7339,Male,17,Group C,High School,Standard,Completed,62,33,88
7340,Male,16,Group B,High School,Free/Reduced,Completed,66,71,76
7341,Male,16,Group D,Some High School,Standard,None,98,79,57
7342,Male,18,Group D,Associate's Degree,Free/Reduced,None,9,51,1
7343,Male,17,Group D,High School,Free/Reduced,Completed,19,16,13
7344,Male,17,Group E,Some College,Standard,None,22,72,37
7345,Female,17,Group B,Some High School,Free/Reduced,Completed,97,99,84
7346,Male,17,Group A,Some High School,Standard,Completed,36,69,80
7347,Female,15,Group D,Bachelor's Degree,Free/Reduced,None,64,4,82
7348,Female,16,Group C,Bachelor's Degree,Standard,None,79,83,41
7349,Male,15,Group A,Master's Degree,Free/Reduced,Completed,100,47,46
7350,Male,16,Group C,Bachelor's Degree,Standard,None,5,51,62
7351,Female,15,Group D,Some High School,Standard,Completed,40,68,0
7352,Male,18,Group C,Bachelor's Degree,Free/Reduced,None,48,16,29
7353,Male,17,Group C,High School,Standard,Completed,60,0,76
7354,Female,16,Group C,High School,Free/Reduced,Completed,5,10,91
7355,Female,16,Group E,Associate's Degree,Free/Reduced,Completed,64,60,30
7356,Male,16,Group D,Associate's Degree,Standard,None,55,84,32
7357,Male,15,Group D,Bachelor's Degree,Standard,Completed,59,46,84
7358,Male,17,Group E,Bachelor's Degree,Standard,Completed,3,31,16
7359,Female,16,Group D,Associate's Degree,Free/Reduced,None,5,80,60
7360,Male,18,Group C,Master's Degree,Standard,None,76,0,89
7361,Female,18,Group D,Some High School,Standard,Completed,6,57,12
7362,Male,17,Group E,Master's Degree,Free/Reduced,Completed,0,78,92
7363,Male,17,Group A,Master's Degree,Free/Reduced,Completed,84,52,69
7364,Female,17,Group E,Master's Degree,Free/Reduced,None,33,52,50
7365,Female,18,Group C,Master's Degree,Free/Reduced,Completed,31,12,50
7366,Female,17,Group C,Bachelor's Degree,Standard,Completed,48,67,95
7367,Female,16,Group D,Associate's Degree,Free/Reduced,Completed,44,55,74
7368,Male,15,Group E,Some College,Free/Reduced,Completed,81,73,19
7369,Female,18,Group A,Some High School,Free/Reduced,None,43,42,46
7370,Male,15,Group C,Associate's Degree,Free/Reduced,None,11,61,41
7371,Male,18,Group A,Some High School,Standard,Completed,46,19,16
7372,Male,16,Group A,Some High School,Standard,Completed,92,96,77
7373,Female,15,Group D,Some High School,Standard,None,66,97,83
7374,Male,16,Group B,Bachelor's Degree,Free/Reduced,None,35,83,7
7375,Female,16,Group D,High School,Standard,Completed,67,93,42
7376,Male,18,Group B,Some High School,Standard,Completed,19,82,3
7377,Female,16,Group D,High School,Standard,None,51,98,79
7378,Male,16,Group C,Some High School,Free/Reduced,None,48,37,22
7379,Male,18,Group A,Some College,Standard,Completed,72,0,49
7380,Male,17,Group D,Some College,Standard,Completed,15,39,6
7381,Female,18,Group A,Some High School,Free/Reduced,Completed,30,31,0
7382,Female,16,Group D,Some College,Standard,Completed,52,39,6
7383,Female,18,Group C,Some College,Free/Reduced,Completed,19,62,85
7384,Male,16,Group D,High School,Standard,None,34,32,10
7385,Male,15,Group E,Bachelor's Degree,Standard,None,65,15,100
7386,Female,17,Group E,Some College,Free/Reduced,None,29,90,14
7387,Female,15,Group C,Some College,Free/Reduced,None,41,20,85
7388,Male,15,Group D,High School,Free/Reduced,Completed,47,40,98
7389,Male,17,Group E,Master's Degree,Standard,None,84,28,95
7390,Female,15,Group E,Some College,Standard,None,6,9,7
7391,Male,15,Group D,Bachelor's Degree,Free/Reduced,None,46,84,10
7392,Male,16,Group C,Associate's Degree,Standard,Completed,39,24,41
7393,Female,17,Group D,Some College,Standard,Completed,21,61,54
7394,Female,18,Group D,Bachelor's Degree,Standard,None,100,84,9
7395,Female,16,Group B,Master's Degree,Standard,Completed,73,79,53
7396,Female,17,Group B,High School,Standard,Completed,48,40,9
7397,Female,15,Group A,Some College,Free/Reduced,Completed,93,51,74
7398,Female,15,Group A,Some High School,Standard,Completed,5,12,58
7399,Male,16,Group C,Bachelor's Degree,Standard,Completed,70,1,24
7400,Female,16,Group B,Master's Degree,Free/Reduced,Completed,91,6,71
7401,Male,17,Group C,Some College,Free/Reduced,Completed,5,63,33
7402,Female,16,Group C,Master's Degree,Standard,Completed,80,62,100
7403,Male,16,Group E,Master's Degree,Free/Reduced,None,60,63,32
7404,Male,17,Group D,Associate's Degree,Standard,Completed,6,25,98
7405,Female,16,Group E,Associate's Degree,Standard,None,52,82,95
7406,Male,17,Group A,Bachelor's Degree,Free/Reduced,None,26,21,79
7407,Female,16,Group C,Associate's Degree,Standard,None,30,9,80
7408,Male,16,Group B,Some College,Standard,None,52,63,65
7409,Female,16,Group B,Some College,Standard,None,77,44,10
7410,Male,15,Group B,Some College,Standard,None,78,7,17
7411,Female,16,Group A,Associate's Degree,Standard,None,71,28,11
7412,Female,17,Group C,Associate's Degree,Free/Reduced,None,58,53,29
7413,Male,15,Group C,Associate's Degree,Free/Reduced,Completed,79,11,0
7414,Female,15,Group D,Some High School,Free/Reduced,None,45,96,6
7415,Male,16,Group E,Master's Degree,Standard,Completed,100,73,86
7416,Female,18,Group E,High School,Free/Reduced,None,2,97,94
7417,Male,15,Group A,Some College,Free/Reduced,Completed,98,84,71
